"","GenderSelect","Country","Age","CurrentJobTitleSelect","MLToolNextYearSelect","LanguageRecommendationSelect","FormalEducation","FirstTrainingSelect","EmployerIndustry","JobSatisfaction","CompensationAmount","CompensationCurrency","Exchange"
"2048","Female","United States","37","Computer Scientist","Microsoft Azure Machine Learning","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Other","10 - Highly Satisfied",150000,"USD",NA
"2049","Male","Mexico","36","Engineer","TensorFlow","Python","Master's degree","Work","Technology","10 - Highly Satisfied",200000,"MXN",NA
"2050","Male","United Kingdom","27","Machine Learning Engineer","TensorFlow","Python","Master's degree","Other","Financial","8",43000,"GBP",NA
"2051","Male","United States","31","Data Analyst","R","R","Master's degree","University courses","Other","8",25000,"USD",NA
"2052","Male","United States","30","Other","Other","Python","Bachelor's degree","Self-taught","Academic","9",20000,"USD",NA
"2053","Male","United States","40","Business Analyst","Hadoop/Hive/Pig","R","Master's degree","University courses","Financial","8",70000,"USD",NA
"2054","Female","United States","25","Data Scientist","C/C++","SQL","Master's degree","University courses","Non-profit","1 - Highly Dissatisfied",68000,"USD",NA
"2055","Male","United States","27","Data Scientist","Python","R","Master's degree","University courses","Financial","5",130000,"USD",NA
"2056","Female","Russia","23","Data Scientist","Julia","R","Master's degree","University courses","Government","5",780000,"RUB",NA
"2057","Male","United States","28","Software Developer/Software Engineer","Jupyter notebooks","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Academic","6",110000,"USD",NA
"2058","Male","Canada","38","Scientist/Researcher","R","R","Master's degree","Self-taught","Government","8",82000,"CAD",NA
"2059","Male","United States","29","Data Scientist","Julia","Python","Master's degree","University courses","Technology","7",54000,"USD",NA
"2060","Male","United States","25","Computer Scientist","TensorFlow","Python","Bachelor's degree","University courses","Academic","7",36000,"USD",NA
"2061","Female","United States","25","Predictive Modeler","Spark / MLlib","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","3",90000,"USD",NA
"2062","Female","United States","48","Data Scientist","TensorFlow","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Government","8",160000,"USD",NA
"2063","Male","United States","67","Computer Scientist","Amazon Machine Learning","Python","Doctoral degree","Self-taught","Academic","8",120000,"USD",NA
"2064","Male","Other","35","Machine Learning Engineer","R","Python","Doctoral degree","University courses","Academic","5",12000,"MAD",NA
"2065","Male","United States","28","Data Analyst","Jupyter notebooks","Python","Master's degree","University courses","Manufacturing","4",70700,"USD",NA
"2066","Male","United States","37","Data Scientist","Other","Python","Master's degree","Self-taught","Financial","8",145000,"USD",NA
"2067","Male","France","57","Data Scientist","Stan","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","CRM/Marketing","6",60000,"EUR",NA
"2068","Male","Germany","23","Machine Learning Engineer","I don't plan on learning a new tool/technology","Python","Master's degree","University courses","Internet-based","9",11000,"EUR",NA
"2069","Male","United Kingdom","38","Data Scientist","RapidMiner (free version)","Python","Master's degree","Self-taught","Technology","8",145000,"GBP",NA
"2070","Male","United States","32","Engineer","TensorFlow","Python","Bachelor's degree","Work","Technology","9",112000,"USD",NA
"2071","Male","United States","39","Data Scientist","DataRobot","SQL","Master's degree","Online courses (coursera, udemy, edx, etc.)","Other","10 - Highly Satisfied",130000,"USD",NA
"2072","Male","United States","34","Researcher","TensorFlow","Python","Bachelor's degree","Work","Mix of fields","3",350000,"USD",NA
"2073","Male","United Kingdom","32","Machine Learning Engineer","C/C++","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Internet-based","7",90000,"GBP",NA
"2074","Male","Brazil","28","Other","C/C++","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Telecommunications","1 - Highly Dissatisfied",56200,"BRL",NA
"2075","Male","United States","30","Data Scientist","TensorFlow","Python","Doctoral degree","University courses","Technology","7",160000,"USD",NA
"2076","Male","United States","49","Statistician","TensorFlow","Python","Doctoral degree","Self-taught","Internet-based","10 - Highly Satisfied",230000,"USD",NA
"2077","Male","United Kingdom","32","Data Analyst","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Internet-based","I prefer not to share",65000,"GBP",NA
"2078","Female","United States","30","Business Analyst","Other","SQL","Master's degree","University courses","Other","8",65000,"USD",NA
"2079","Female","United States","28","Data Scientist","TensorFlow","Python","Bachelor's degree","Other","Technology","6",90000,"USD",NA
"2080","Male","United States","36","Engineer","Spark / MLlib","Python","Master's degree","Self-taught","Manufacturing","5",120000,"USD",NA
"2081","Male","Canada","31","Data Scientist","Tableau","R","Master's degree","University courses","Other","7",135000,"CAD",NA
"2082","Male","United States","22","Researcher","TensorFlow","Python","Bachelor's degree","University courses","Mix of fields","8",78000,"USD",NA
"2083","Male","United States","21","Data Scientist","Spark / MLlib","Python","Bachelor's degree","Self-taught","Government","9",42500,"USD",NA
"2084","Male","United States","28","Machine Learning Engineer","Python","Python","Master's degree","Kaggle competitions","Technology","8",160000,"USD",NA
"2085","Male","Taiwan","27","Machine Learning Engineer","DataRobot","Stata","Master's degree","University courses","Financial","5",0,"BGN",NA
"2086","Male","United States","57","Engineer","R","Matlab","Doctoral degree","Self-taught","Manufacturing","7",130000,"USD",NA
"2087","Male","United States","46","Engineer","R","R","Bachelor's degree","Self-taught","Internet-based","3",192000,"USD",NA
"2088","Male","France","41","Data Scientist","TensorFlow","Python","Doctoral degree","Work","Financial","7",43000,"EUR",NA
"2089","Male","Taiwan","28","Data Analyst","Microsoft Azure Machine Learning","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","7",600000,"TWD",NA
"2090","Male","United States","25","Data Scientist","Spark / MLlib","Python","Master's degree","University courses","Technology","8",130000,"USD",NA
"2091","Male","United States","39","Other","Other","Python","Master's degree","University courses","Government","9",177000,"USD",NA
"2092","Male","United States","56","Engineer","Amazon Machine Learning","Matlab","Doctoral degree","Self-taught","Manufacturing","5",240000,"USD",NA
"2093","Female","United States","39","Other","Python","Python","Master's degree","Other","Government","10 - Highly Satisfied",75000,"USD",NA
"2094","Male","India","25","Data Scientist","Spark / MLlib","Python","Professional degree","University courses","Technology","5",230000,"INR",NA
"2095","Male","Other","31","Business Analyst","Python","R","Doctoral degree","Work","Financial","4",27500,"EUR",NA
"2096","Male","Japan","26","Data Scientist","TensorFlow","Python","Master's degree","Kaggle competitions","Manufacturing","5",34000,"JPY",NA
"2097","Male","People 's Republic of China","22","Data Analyst","Java","C/C++/C#","Bachelor's degree","Self-taught","Academic","7",20000,"AED",NA
"2098","Male","United States","21","Data Analyst","TensorFlow","Python","Bachelor's degree","Self-taught","Technology","8",115000,"USD",NA
"2099","Male","India","21","Software Developer/Software Engineer","Hadoop/Hive/Pig","Python","Bachelor's degree","Self-taught","Financial","7",1400000,"INR",NA
"2100","Male","Iran","24","Software Developer/Software Engineer","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Other","10 - Highly Satisfied",1194000000,"IRR",NA
"2101","Male","United States","35","Data Analyst","I don't plan on learning a new tool/technology","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Other","10 - Highly Satisfied",65000,"USD",NA
"2102","Male","Indonesia","25","Software Developer/Software Engineer","TensorFlow","Python","Bachelor's degree","University courses","Financial","8",6500000,"IDR",NA
"2103","Male","Turkey","32","Other","Hadoop/Hive/Pig","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Government","4",60000,"TRY",NA
"2104","Male","India","27","DBA/Database Engineer","Amazon Machine Learning","SQL","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Retail","7",100000,"INR",NA
"2105","Female","Iran","27","Researcher","Other","Python","Master's degree","University courses","Technology","6",240000000,"IRR",NA
"2106","Male","Other","37","Software Developer/Software Engineer","Unix shell / awk","Matlab","Master's degree","Online courses (coursera, udemy, edx, etc.)","Other","9",250000,"USD",NA
"2107","Male","Italy","26","Researcher","Spark / MLlib","Python","Master's degree","University courses","Academic","6",12000,"EUR",NA
"2108","Male","Italy","46","Scientist/Researcher","TensorFlow","Python","Doctoral degree","Self-taught","Academic","8",43000,"EUR",NA
"2109","Male","Germany","55","Researcher","Python","R","Master's degree","University courses","CRM/Marketing","10 - Highly Satisfied",60000,"EUR",NA
"2110","Male","Netherlands","21","Software Developer/Software Engineer","Jupyter notebooks","Python","Bachelor's degree","University courses","Financial","10 - Highly Satisfied",50000,"EUR",NA
"2111","Male","India","25","Data Scientist","TensorFlow","Python","Bachelor's degree","University courses","Technology","9",3100000,"INR",NA
"2112","Male","Italy","32","Software Developer/Software Engineer","Amazon Machine Learning","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Telecommunications","6",30000,"EUR",NA
"2113","Male","India","41","Data Analyst","Microsoft R Server (Formerly Revolution Analytics)","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","8",2500000,"INR",NA
"2114","Male","United States","55","Operations Research Practitioner","Python","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Government","8",115000,"USD",NA
"2115","Male","Ukraine","23","Other","Spark / MLlib","Scala","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","9",15000,"USD",NA
"2116","Male","United States","39","Statistician","SAS Base","SAS","Doctoral degree","University courses","Government","8",85000,"USD",NA
"2117","Male","Spain","26","Data Analyst","R","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","6",41500,"EUR",NA
"2118","Male","Malaysia","29","Software Developer/Software Engineer","Python","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","CRM/Marketing","5",120000,"MYR",NA
"2119","Female","Poland","27","Scientist/Researcher","I don't plan on learning a new tool/technology","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Academic","3",23000,"PLN",NA
"2120","Male","Israel","32","Software Developer/Software Engineer","TensorFlow","Python","I did not complete any formal education past high school","University courses","Technology","8",216000,"ILS",NA
"2121","Male","United Kingdom","39","Business Analyst","I don't plan on learning a new tool/technology","Python","Bachelor's degree","Self-taught","Academic","7",47000,"GBP",NA
"2122","Male","India","32","Data Analyst","Python","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Other","3",75000,"INR",NA
"2123","Male","United States","26","Engineer","Hadoop/Hive/Pig","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Internet-based","8",136000,"USD",NA
"2124","Female","Russia","22","Data Scientist","Spark / MLlib","Java","Bachelor's degree","University courses","Financial","7",624000,"RUB",NA
"2125","Female","United States","30","Data Analyst","Google Cloud Compute","Python","Doctoral degree","Other","Other","6",70000,"USD",NA
"2126","Female","United States","NA","Researcher","C/C++","Stata","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Non-profit","8",100000,"USD",NA
"2127","Male","Colombia","27","Data Scientist","NoSQL","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","CRM/Marketing","8",65000,"USD",NA
"2128","Male","Ukraine","24","Machine Learning Engineer","I don't plan on learning a new tool/technology","Python","Bachelor's degree","Self-taught","Internet-based","9",51000,"USD",NA
"2129","Female","United States","46","Business Analyst","Amazon Machine Learning","R","Master's degree","University courses","Other","5",145000,"USD",NA
"2130","Male","Spain","49","Data Scientist","TensorFlow","R","Master's degree","Self-taught","Technology","5",70000,"EUR",NA
"2131","Male","Spain","49","Engineer","Mathematica","Matlab","Doctoral degree","University courses","Technology","9",40000,"EUR",NA
"2132","Male","Mexico","36","Researcher","Google Cloud Compute","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Academic","8",300000,"MXN",NA
"2133","Male","Colombia","38","Scientist/Researcher","TensorFlow","Python","Doctoral degree","University courses","Technology","9",12000000,"COP",NA
